	 Population Size: 300 	 Vaccination Percentage: 0.7 	 Virus: name Covid 	 mortality rate: 0.5 	 basic reproduction number: 0.5 
 	 Step number: 1 	 Interactions: 1 	 New Infections: 0 
 	 Step number: 1 	 Interactions: 447 	 New Infections: 223 
 	 Step number: 1 	 Interactions: 448 	 New Infections: 224 
 	 Step number: 1 	 Interactions: 449 	 New Infections: 224 
 	 Step number: 1 	 Interactions: 450 	 New Infections: 224 
 	 Step number: 1 	 Interactions: 451 	 New Infections: 225 
 	 Step number: 1 	 Interactions: 452 	 New Infections: 226 
 	 Step number: 1 	 Interactions: 453 	 New Infections: 226 
 	 Step number: 1 	 Interactions: 454 	 New Infections: 226 
 	 Step number: 1 	 Interactions: 455 	 New Infections: 226 
 	 Step number: 1 	 Interactions: 456 	 New Infections: 227 
 	 Step number: 1 	 Interactions: 457 	 New Infections: 227 
 	 Step number: 1 	 Interactions: 458 	 New Infections: 227 
 	 Step number: 1 	 Interactions: 459 	 New Infections: 227 
 	 Step number: 1 	 Interactions: 460 	 New Infections: 227 
 	 Step number: 1 	 Interactions: 461 	 New Infections: 227 
 	 Step number: 1 	 Interactions: 462 	 New Infections: 228 
 	 Step number: 1 	 Interactions: 463 	 New Infections: 229 
 	 Step number: 1 	 Interactions: 464 	 New Infections: 229 
 	 Step number: 1 	 Interactions: 465 	 New Infections: 230 
 	 Step number: 1 	 Interactions: 466 	 New Infections: 231 
 	 Step number: 1 	 Interactions: 467 	 New Infections: 231 
 	 Step number: 1 	 Interactions: 468 	 New Infections: 231 
 	 Step number: 1 	 Interactions: 469 	 New Infections: 231 
 	 Step number: 1 	 Interactions: 470 	 New Infections: 231 
 	 Step number: 1 	 Interactions: 471 	 New Infections: 232 
 	 Step number: 1 	 Interactions: 472 	 New Infections: 233 
 	 Step number: 1 	 Interactions: 473 	 New Infections: 234 
 	 Step number: 1 	 Interactions: 474 	 New Infections: 235 
 	 Step number: 1 	 Interactions: 475 	 New Infections: 235 
 	 Step number: 1 	 Interactions: 476 	 New Infections: 235 
 	 Step number: 1 	 Interactions: 477 	 New Infections: 236 
 	 Step number: 1 	 Interactions: 478 	 New Infections: 237 
 	 Step number: 1 	 Interactions: 479 	 New Infections: 238 
 	 Step number: 1 	 Interactions: 480 	 New Infections: 239 
 	 Step number: 1 	 Interactions: 481 	 New Infections: 240 
 	 Step number: 1 	 Interactions: 482 	 New Infections: 240 
 	 Step number: 1 	 Interactions: 483 	 New Infections: 241 
 	 Step number: 1 	 Interactions: 484 	 New Infections: 242 
 	 Step number: 1 	 Interactions: 485 	 New Infections: 242 
 	 Step number: 1 	 Interactions: 486 	 New Infections: 243 
 	 Step number: 1 	 Interactions: 487 	 New Infections: 244 
 	 Step number: 1 	 Interactions: 488 	 New Infections: 244 
 	 Step number: 1 	 Interactions: 489 	 New Infections: 245 
 	 Step number: 1 	 Interactions: 490 	 New Infections: 246 
 	 Step number: 1 	 Interactions: 491 	 New Infections: 246 
 	 Step number: 1 	 Interactions: 492 	 New Infections: 246 
 	 Step number: 1 	 Interactions: 493 	 New Infections: 247 
 	 Step number: 1 	 Interactions: 494 	 New Infections: 248 
 	 Step number: 1 	 Interactions: 495 	 New Infections: 249 
 	 Step number: 1 	 Interactions: 496 	 New Infections: 250 
 	 Step number: 1 	 Interactions: 497 	 New Infections: 251 
 	 Step number: 1 	 Interactions: 498 	 New Infections: 251 
 	 Step number: 1 	 Interactions: 499 	 New Infections: 252 
 	 Step number: 1 	 Interactions: 500 	 New Infections: 253 
 	 Step number: 1 	 Interactions: 501 	 New Infections: 254 
 	 Step number: 1 	 Interactions: 502 	 New Infections: 255 
 	 Step number: 1 	 Interactions: 503 	 New Infections: 255 
 	 Step number: 1 	 Interactions: 504 	 New Infections: 256 
 	 Step number: 1 	 Interactions: 505 	 New Infections: 256 
 	 Step number: 1 	 Interactions: 506 	 New Infections: 257 
 	 Step number: 1 	 Interactions: 507 	 New Infections: 258 
 	 Step number: 1 	 Interactions: 508 	 New Infections: 259 
 	 Step number: 1 	 Interactions: 509 	 New Infections: 260 
 	 Step number: 1 	 Interactions: 510 	 New Infections: 260 
 	 Step number: 1 	 Interactions: 511 	 New Infections: 260 
 	 Step number: 1 	 Interactions: 512 	 New Infections: 260 
 	 Step number: 1 	 Interactions: 513 	 New Infections: 260 
 	 Step number: 1 	 Interactions: 514 	 New Infections: 260 
 	 Step number: 1 	 Interactions: 515 	 New Infections: 260 
 	 Step number: 1 	 Interactions: 516 	 New Infections: 260 
 	 Step number: 1 	 Interactions: 517 	 New Infections: 260 
 	 Step number: 1 	 Interactions: 518 	 New Infections: 260 
 	 Step number: 1 	 Interactions: 519 	 New Infections: 261 
 	 Step number: 1 	 Interactions: 520 	 New Infections: 261 
 	 Step number: 1 	 Interactions: 521 	 New Infections: 262 
 	 Step number: 1 	 Interactions: 522 	 New Infections: 262 
 	 Step number: 1 	 Interactions: 523 	 New Infections: 263 
 	 Step number: 1 	 Interactions: 524 	 New Infections: 264 
 	 Step number: 1 	 Interactions: 525 	 New Infections: 264 
 	 Step number: 1 	 Interactions: 526 	 New Infections: 265 
 	 Step number: 1 	 Interactions: 527 	 New Infections: 266 
 	 Step number: 1 	 Interactions: 528 	 New Infections: 266 
 	 Step number: 1 	 Interactions: 529 	 New Infections: 266 
 	 Step number: 1 	 Interactions: 530 	 New Infections: 267 
 	 Step number: 1 	 Interactions: 531 	 New Infections: 267 
 	 Step number: 1 	 Interactions: 532 	 New Infections: 268 
 	 Step number: 1 	 Interactions: 533 	 New Infections: 268 
 	 Step number: 1 	 Interactions: 534 	 New Infections: 269 
 	 Step number: 1 	 Interactions: 535 	 New Infections: 269 
 	 Step number: 1 	 Interactions: 536 	 New Infections: 270 
 	 Step number: 1 	 Interactions: 537 	 New Infections: 270 
 	 Step number: 1 	 Interactions: 538 	 New Infections: 270 
 	 Step number: 1 	 Interactions: 539 	 New Infections: 271 
 	 Step number: 1 	 Interactions: 540 	 New Infections: 272 
 	 Step number: 1 	 Interactions: 541 	 New Infections: 273 
 	 Step number: 1 	 Interactions: 542 	 New Infections: 273 
 	 Step number: 1 	 Interactions: 543 	 New Infections: 273 
 	 Step number: 1 	 Interactions: 544 	 New Infections: 273 
 	 Step number: 1 	 Interactions: 545 	 New Infections: 274 
 	 Step number: 1 	 Interactions: 546 	 New Infections: 275 
 	 Step number: 1 	 Interactions: 547 	 New Infections: 276 
 	 Step number: 1 	 Interactions: 548 	 New Infections: 276 
 	 Step number: 1 	 Interactions: 549 	 New Infections: 277 
 	 Step number: 1 	 Interactions: 550 	 New Infections: 278 
 	 Step number: 1 	 Interactions: 551 	 New Infections: 278 
 	 Step number: 1 	 Interactions: 552 	 New Infections: 278 
 	 Step number: 1 	 Interactions: 553 	 New Infections: 278 
 	 Step number: 1 	 Interactions: 554 	 New Infections: 279 
 	 Step number: 1 	 Interactions: 555 	 New Infections: 280 
 	 Step number: 1 	 Interactions: 556 	 New Infections: 280 
 	 Step number: 1 	 Interactions: 557 	 New Infections: 281 
 	 Step number: 1 	 Interactions: 558 	 New Infections: 281 
 	 Step number: 1 	 Interactions: 559 	 New Infections: 281 
 	 Step number: 1 	 Interactions: 560 	 New Infections: 281 
 	 Step number: 1 	 Interactions: 561 	 New Infections: 281 
 	 Step number: 1 	 Interactions: 562 	 New Infections: 281 
 	 Step number: 1 	 Interactions: 563 	 New Infections: 281 
 	 Step number: 1 	 Interactions: 564 	 New Infections: 281 
 	 Step number: 1 	 Interactions: 565 	 New Infections: 282 
 	 Step number: 1 	 Interactions: 566 	 New Infections: 283 
 	 Step number: 1 	 Interactions: 567 	 New Infections: 283 
 	 Step number: 1 	 Interactions: 568 	 New Infections: 283 
 	 Step number: 1 	 Interactions: 569 	 New Infections: 284 
 	 Step number: 1 	 Interactions: 570 	 New Infections: 284 
 	 Step number: 1 	 Interactions: 571 	 New Infections: 284 
 	 Step number: 1 	 Interactions: 572 	 New Infections: 284 
 	 Step number: 1 	 Interactions: 573 	 New Infections: 284 
 	 Step number: 1 	 Interactions: 574 	 New Infections: 285 
 	 Step number: 1 	 Interactions: 575 	 New Infections: 285 
 	 Step number: 1 	 Interactions: 576 	 New Infections: 285 
 	 Step number: 1 	 Interactions: 577 	 New Infections: 286 
 	 Step number: 1 	 Interactions: 578 	 New Infections: 286 
 	 Step number: 1 	 Interactions: 579 	 New Infections: 286 
 	 Step number: 1 	 Interactions: 580 	 New Infections: 286 
 	 Step number: 1 	 Interactions: 581 	 New Infections: 286 
 	 Step number: 1 	 Interactions: 582 	 New Infections: 286 
 	 Step number: 1 	 Interactions: 583 	 New Infections: 286 
 	 Step number: 1 	 Interactions: 584 	 New Infections: 287 
 	 Step number: 1 	 Interactions: 585 	 New Infections: 288 
 	 Step number: 1 	 Interactions: 586 	 New Infections: 289 
 	 Step number: 1 	 Interactions: 587 	 New Infections: 290 
 	 Step number: 1 	 Interactions: 588 	 New Infections: 291 
 	 Step number: 1 	 Interactions: 589 	 New Infections: 292 
 	 Step number: 1 	 Interactions: 590 	 New Infections: 293 
 	 Step number: 1 	 Interactions: 591 	 New Infections: 294 
 	 Step number: 1 	 Interactions: 592 	 New Infections: 294 
 	 Step number: 1 	 Interactions: 593 	 New Infections: 294 
 	 Step number: 1 	 Interactions: 594 	 New Infections: 295 
 	 Step number: 1 	 Interactions: 595 	 New Infections: 296 
 	 Step number: 1 	 Interactions: 596 	 New Infections: 297 
 	 Step number: 1 	 Interactions: 597 	 New Infections: 298 
 	 Step number: 1 	 Interactions: 598 	 New Infections: 299 
 	 Step number: 1 	 Interactions: 599 	 New Infections: 299 
 	 Step number: 1 	 Interactions: 600 	 New Infections: 300 
 	 Step number: 1 	 Interactions: 601 	 New Infections: 301 
 	 Step number: 1 	 Interactions: 602 	 New Infections: 301 
 	 Step number: 1 	 Interactions: 603 	 New Infections: 302 
 	 Step number: 1 	 Interactions: 604 	 New Infections: 302 
 	 Step number: 1 	 Interactions: 605 	 New Infections: 302 
 	 Step number: 1 	 Interactions: 606 	 New Infections: 302 
 	 Step number: 1 	 Interactions: 607 	 New Infections: 303 
 	 Step number: 1 	 Interactions: 608 	 New Infections: 303 
 	 Step number: 1 	 Interactions: 609 	 New Infections: 303 
 	 Step number: 1 	 Interactions: 610 	 New Infections: 303 
 	 Step number: 1 	 Interactions: 611 	 New Infections: 303 
 	 Step number: 1 	 Interactions: 612 	 New Infections: 304 
 	 Step number: 1 	 Interactions: 613 	 New Infections: 304 
 	 Step number: 1 	 Interactions: 614 	 New Infections: 305 
 	 Step number: 1 	 Interactions: 615 	 New Infections: 306 
 	 Step number: 1 	 Interactions: 616 	 New Infections: 306 
 	 Step number: 1 	 Interactions: 617 	 New Infections: 306 
 	 Step number: 1 	 Interactions: 618 	 New Infections: 307 
 	 Step number: 1 	 Interactions: 619 	 New Infections: 307 
 	 Step number: 1 	 Interactions: 620 	 New Infections: 308 
 	 Step number: 1 	 Interactions: 621 	 New Infections: 308 
 	 Step number: 1 	 Interactions: 622 	 New Infections: 308 
 	 Step number: 1 	 Interactions: 623 	 New Infections: 308 
 	 Step number: 1 	 Interactions: 624 	 New Infections: 308 
 	 Step number: 1 	 Interactions: 625 	 New Infections: 308 
 	 Step number: 1 	 Interactions: 626 	 New Infections: 309 
 	 Step number: 1 	 Interactions: 627 	 New Infections: 309 
 	 Step number: 1 	 Interactions: 628 	 New Infections: 310 
 	 Step number: 1 	 Interactions: 629 	 New Infections: 311 
 	 Step number: 1 	 Interactions: 630 	 New Infections: 311 
 	 Step number: 1 	 Interactions: 631 	 New Infections: 312 
 	 Step number: 1 	 Interactions: 632 	 New Infections: 312 
 	 Step number: 1 	 Interactions: 633 	 New Infections: 313 
 	 Step number: 1 	 Interactions: 634 	 New Infections: 313 
 	 Step number: 1 	 Interactions: 635 	 New Infections: 314 
 	 Step number: 1 	 Interactions: 636 	 New Infections: 314 
 	 Step number: 1 	 Interactions: 637 	 New Infections: 314 
 	 Step number: 1 	 Interactions: 638 	 New Infections: 315 
 	 Step number: 1 	 Interactions: 639 	 New Infections: 315 
 	 Step number: 1 	 Interactions: 640 	 New Infections: 315 
 	 Step number: 1 	 Interactions: 641 	 New Infections: 316 
 	 Step number: 1 	 Interactions: 642 	 New Infections: 316 
 	 Step number: 1 	 Interactions: 643 	 New Infections: 317 
 	 Step number: 1 	 Interactions: 644 	 New Infections: 318 
 	 Step number: 1 	 Interactions: 645 	 New Infections: 318 
 	 Step number: 1 	 Interactions: 646 	 New Infections: 318 
 	 Step number: 1 	 Interactions: 647 	 New Infections: 318 
 	 Step number: 1 	 Interactions: 648 	 New Infections: 319 
 	 Step number: 1 	 Interactions: 649 	 New Infections: 319 
 	 Step number: 1 	 Interactions: 650 	 New Infections: 319 
 	 Step number: 1 	 Interactions: 651 	 New Infections: 320 
 	 Step number: 1 	 Interactions: 652 	 New Infections: 320 
 	 Step number: 1 	 Interactions: 653 	 New Infections: 320 
 	 Step number: 1 	 Interactions: 654 	 New Infections: 320 
 	 Step number: 1 	 Interactions: 655 	 New Infections: 320 
 	 Step number: 1 	 Interactions: 656 	 New Infections: 321 
 	 Step number: 1 	 Interactions: 657 	 New Infections: 322 
 	 Step number: 1 	 Interactions: 658 	 New Infections: 322 
 	 Step number: 1 	 Interactions: 659 	 New Infections: 322 
 	 Step number: 1 	 Interactions: 660 	 New Infections: 322 
 	 Step number: 1 	 Interactions: 661 	 New Infections: 322 
 	 Step number: 1 	 Interactions: 662 	 New Infections: 323 
 	 Step number: 1 	 Interactions: 663 	 New Infections: 323 
 	 Step number: 1 	 Interactions: 664 	 New Infections: 323 
 	 Step number: 1 	 Interactions: 665 	 New Infections: 324 
 	 Step number: 1 	 Interactions: 666 	 New Infections: 325 
 	 Step number: 1 	 Interactions: 667 	 New Infections: 325 
 	 Step number: 1 	 Interactions: 668 	 New Infections: 325 
 	 Step number: 1 	 Interactions: 669 	 New Infections: 325 
 	 Step number: 1 	 Interactions: 670 	 New Infections: 325 
 	 Step number: 1 	 Interactions: 671 	 New Infections: 325 
 	 Step number: 1 	 Interactions: 672 	 New Infections: 326 
 	 Step number: 1 	 Interactions: 673 	 New Infections: 327 
 	 Step number: 1 	 Interactions: 674 	 New Infections: 328 
 	 Step number: 1 	 Interactions: 675 	 New Infections: 328 
 	 Step number: 1 	 Interactions: 676 	 New Infections: 328 
 	 Step number: 1 	 Interactions: 677 	 New Infections: 329 
 	 Step number: 1 	 Interactions: 678 	 New Infections: 330 
 	 Step number: 1 	 Interactions: 679 	 New Infections: 331 
 	 Step number: 1 	 Interactions: 680 	 New Infections: 331 
 	 Step number: 1 	 Interactions: 681 	 New Infections: 332 
 	 Step number: 1 	 Interactions: 682 	 New Infections: 332 
 	 Step number: 1 	 Interactions: 683 	 New Infections: 332 
 	 Step number: 1 	 Interactions: 684 	 New Infections: 333 
 	 Step number: 1 	 Interactions: 685 	 New Infections: 333 
 	 Step number: 1 	 Interactions: 686 	 New Infections: 333 
 	 Step number: 1 	 Interactions: 687 	 New Infections: 334 
 	 Step number: 1 	 Interactions: 688 	 New Infections: 335 
 	 Step number: 1 	 Interactions: 689 	 New Infections: 335 
 	 Step number: 1 	 Interactions: 690 	 New Infections: 335 
 	 Step number: 1 	 Interactions: 691 	 New Infections: 335 
 	 Step number: 1 	 Interactions: 692 	 New Infections: 335 
 	 Step number: 1 	 Interactions: 693 	 New Infections: 336 
 	 Step number: 1 	 Interactions: 694 	 New Infections: 337 
 	 Step number: 1 	 Interactions: 695 	 New Infections: 337 
 	 Step number: 1 	 Interactions: 696 	 New Infections: 338 
 	 Step number: 1 	 Interactions: 697 	 New Infections: 338 
 	 Step number: 1 	 Interactions: 698 	 New Infections: 339 
 	 Step number: 1 	 Interactions: 699 	 New Infections: 339 
 	 Step number: 1 	 Interactions: 700 	 New Infections: 340 
 	 Step number: 1 	 Interactions: 701 	 New Infections: 341 
 	 Step number: 1 	 Interactions: 702 	 New Infections: 342 
 	 Step number: 1 	 Interactions: 703 	 New Infections: 342 
 	 Step number: 1 	 Interactions: 704 	 New Infections: 343 
 	 Step number: 1 	 Interactions: 705 	 New Infections: 343 
 	 Step number: 1 	 Interactions: 706 	 New Infections: 343 
 	 Step number: 1 	 Interactions: 707 	 New Infections: 344 
 	 Step number: 1 	 Interactions: 708 	 New Infections: 345 
 	 Step number: 1 	 Interactions: 709 	 New Infections: 346 
 	 Step number: 1 	 Interactions: 710 	 New Infections: 346 
 	 Step number: 1 	 Interactions: 711 	 New Infections: 347 
 	 Step number: 1 	 Interactions: 712 	 New Infections: 347 
 	 Step number: 1 	 Interactions: 713 	 New Infections: 348 
 	 Step number: 1 	 Interactions: 714 	 New Infections: 349 
 	 Step number: 1 	 Interactions: 715 	 New Infections: 350 
 	 Step number: 1 	 Interactions: 716 	 New Infections: 351 
 	 Step number: 1 	 Interactions: 717 	 New Infections: 352 
 	 Step number: 1 	 Interactions: 718 	 New Infections: 352 
 	 Step number: 1 	 Interactions: 719 	 New Infections: 353 
 	 Step number: 1 	 Interactions: 720 	 New Infections: 353 
 	 Step number: 1 	 Interactions: 721 	 New Infections: 354 
 	 Step number: 1 	 Interactions: 722 	 New Infections: 354 
 	 Step number: 1 	 Interactions: 723 	 New Infections: 355 
 	 Step number: 1 	 Interactions: 724 	 New Infections: 356 
 	 Step number: 1 	 Interactions: 725 	 New Infections: 356 
 	 Step number: 1 	 Interactions: 726 	 New Infections: 356 
 	 Step number: 1 	 Interactions: 727 	 New Infections: 356 
 	 Step number: 1 	 Interactions: 728 	 New Infections: 356 
 	 Step number: 1 	 Interactions: 729 	 New Infections: 356 
 	 Step number: 1 	 Interactions: 730 	 New Infections: 357 
 	 Step number: 1 	 Interactions: 731 	 New Infections: 358 
 	 Step number: 1 	 Interactions: 732 	 New Infections: 358 
 	 Step number: 1 	 Interactions: 733 	 New Infections: 359 
 	 Step number: 1 	 Interactions: 734 	 New Infections: 359 
 	 Step number: 1 	 Interactions: 735 	 New Infections: 360 
 	 Step number: 1 	 Interactions: 736 	 New Infections: 360 
 	 Step number: 1 	 Interactions: 737 	 New Infections: 361 
 	 Step number: 1 	 Interactions: 738 	 New Infections: 362 
 	 Step number: 1 	 Interactions: 739 	 New Infections: 363 
 	 Step number: 1 	 Interactions: 740 	 New Infections: 364 
 	 Step number: 1 	 Interactions: 741 	 New Infections: 364 
 	 Step number: 1 	 Interactions: 742 	 New Infections: 365 
 	 Step number: 1 	 Interactions: 743 	 New Infections: 366 
 	 Step number: 1 	 Interactions: 744 	 New Infections: 367 
 	 Step number: 1 	 Interactions: 745 	 New Infections: 367 
 	 Step number: 1 	 Interactions: 746 	 New Infections: 367 
 	 Step number: 1 	 Interactions: 747 	 New Infections: 368 
 	 Step number: 1 	 Interactions: 748 	 New Infections: 369 
 	 Step number: 1 	 Interactions: 749 	 New Infections: 369 
 	 Step number: 1 	 Interactions: 750 	 New Infections: 369 
 	 Step number: 1 	 Interactions: 751 	 New Infections: 370 
 	 Step number: 1 	 Interactions: 752 	 New Infections: 371 
 	 Step number: 1 	 Interactions: 753 	 New Infections: 371 
 	 Step number: 1 	 Interactions: 754 	 New Infections: 371 
 	 Step number: 1 	 Interactions: 755 	 New Infections: 372 
 	 Step number: 1 	 Interactions: 756 	 New Infections: 373 
 	 Step number: 1 	 Interactions: 757 	 New Infections: 374 
 	 Step number: 1 	 Interactions: 758 	 New Infections: 375 
 	 Step number: 1 	 Interactions: 759 	 New Infections: 376 
 	 Step number: 1 	 Interactions: 760 	 New Infections: 376 
 	 Step number: 1 	 Interactions: 761 	 New Infections: 376 
 	 Step number: 1 	 Interactions: 762 	 New Infections: 376 
 	 Step number: 1 	 Interactions: 763 	 New Infections: 376 
 	 Step number: 1 	 Interactions: 764 	 New Infections: 376 
 	 Step number: 1 	 Interactions: 765 	 New Infections: 377 
 	 Step number: 1 	 Interactions: 766 	 New Infections: 378 
 	 Step number: 1 	 Interactions: 767 	 New Infections: 379 
 	 Step number: 1 	 Interactions: 768 	 New Infections: 379 
 	 Step number: 1 	 Interactions: 769 	 New Infections: 380 
 	 Step number: 1 	 Interactions: 770 	 New Infections: 380 
 	 Step number: 1 	 Interactions: 771 	 New Infections: 380 
 	 Step number: 1 	 Interactions: 772 	 New Infections: 380 
 	 Step number: 1 	 Interactions: 773 	 New Infections: 381 
 	 Step number: 1 	 Interactions: 774 	 New Infections: 381 
 	 Step number: 1 	 Interactions: 775 	 New Infections: 382 
 	 Step number: 1 	 Interactions: 776 	 New Infections: 382 
 	 Step number: 1 	 Interactions: 777 	 New Infections: 383 
 	 Step number: 1 	 Interactions: 778 	 New Infections: 384 
 	 Step number: 1 	 Interactions: 779 	 New Infections: 385 
 	 Step number: 1 	 Interactions: 780 	 New Infections: 385 
 	 Step number: 1 	 Interactions: 781 	 New Infections: 386 
 	 Step number: 1 	 Interactions: 782 	 New Infections: 387 
 	 Step number: 1 	 Interactions: 783 	 New Infections: 388 
 	 Step number: 1 	 Interactions: 784 	 New Infections: 388 
 	 Step number: 1 	 Interactions: 785 	 New Infections: 389 
 	 Step number: 1 	 Interactions: 786 	 New Infections: 389 
 	 Step number: 1 	 Interactions: 787 	 New Infections: 390 
 	 Step number: 1 	 Interactions: 788 	 New Infections: 390 
 	 Step number: 1 	 Interactions: 789 	 New Infections: 390 
 	 Step number: 1 	 Interactions: 790 	 New Infections: 391 
 	 Step number: 1 	 Interactions: 791 	 New Infections: 392 
 	 Step number: 1 	 Interactions: 792 	 New Infections: 392 
 	 Step number: 1 	 Interactions: 793 	 New Infections: 393 
 	 Step number: 1 	 Interactions: 794 	 New Infections: 393 
 	 Step number: 1 	 Interactions: 795 	 New Infections: 394 
 	 Step number: 1 	 Interactions: 796 	 New Infections: 394 
 	 Step number: 1 	 Interactions: 797 	 New Infections: 394 
 	 Step number: 1 	 Interactions: 798 	 New Infections: 394 
 	 Step number: 1 	 Interactions: 799 	 New Infections: 395 
 	 Step number: 1 	 Interactions: 800 	 New Infections: 395 
